,scene,file,split,range,0,1,2,3,4,5,6,7
1562,4_station_pedestrian_bridge_4.3,95,Train,[100-140[,4801,0,0,0,0,0,0,0
1563,4_station_pedestrian_bridge_4.3,95,Train,[140-180[,1140,0,0,0,0,0,0,0
1564,4_station_pedestrian_bridge_4.3,95,Train,[180-220[,2256,0,0,0,0,0,0,0
1565,4_station_pedestrian_bridge_4.3,95,Train,[220-1000[,812,0,0,0,0,0,0,0
1566,4_station_pedestrian_bridge_4.3,15,Train,[0-20[,122831,3124,0,614,4566,0,0,0
1567,4_station_pedestrian_bridge_4.3,15,Train,[20-40[,42482,630,0,0,1674,0,0,0
1568,4_station_pedestrian_bridge_4.3,15,Train,[40-60[,7300,202,0,0,337,0,0,0
1569,4_station_pedestrian_bridge_4.3,15,Train,[60-80[,12926,79,0,0,126,0,555,0
1570,4_station_pedestrian_bridge_4.3,15,Train,[80-100[,3050,0,0,54,13,0,0,0
1571,4_station_pedestrian_bridge_4.3,15,Train,[100-140[,4746,0,0,0,0,0,0,0
1572,4_station_pedestrian_bridge_4.3,15,Train,[140-180[,1146,0,0,0,0,0,0,0
1573,4_station_pedestrian_bridge_4.3,15,Train,[180-220[,2308,0,0,0,0,0,0,0
1574,4_station_pedestrian_bridge_4.3,15,Train,[220-1000[,819,0,0,0,0,0,0,0
1575,4_station_pedestrian_bridge_4.3,77,Train,[0-20[,121997,4310,0,616,4652,0,0,0
1576,4_station_pedestrian_bridge_4.3,77,Train,[20-40[,43180,14,0,0,1622,0,0,0
1577,4_station_pedestrian_bridge_4.3,77,Train,[40-60[,7186,276,0,0,336,0,0,0
1578,4_station_pedestrian_bridge_4.3,77,Train,[60-80[,13226,54,0,0,136,0,539,0
1579,4_station_pedestrian_bridge_4.3,77,Train,[80-100[,3099,0,0,51,14,0,0,0
1580,4_station_pedestrian_bridge_4.3,77,Train,[100-140[,4877,0,0,0,0,0,0,0
1581,4_station_pedestrian_bridge_4.3,77,Train,[140-180[,1148,0,0,0,0,0,0,0
1582,4_station_pedestrian_bridge_4.3,77,Train,[180-220[,2272,0,0,0,0,0,0,0
1583,4_station_pedestrian_bridge_4.3,77,Train,[220-1000[,824,0,0,0,0,0,0,0
1584,4_station_pedestrian_bridge_4.3,30,Train,[0-20[,123227,4321,0,631,4566,0,0,0
1585,4_station_pedestrian_bridge_4.3,30,Train,[20-40[,41254,27,0,0,1650,0,0,0
1586,4_station_pedestrian_bridge_4.3,30,Train,[40-60[,7018,259,0,0,323,0,0,0
1587,4_station_pedestrian_bridge_4.3,30,Train,[60-80[,13229,89,0,0,144,0,611,0
1588,4_station_pedestrian_bridge_4.3,30,Train,[80-100[,3093,0,0,60,16,0,0,0
1589,4_station_pedestrian_bridge_4.3,30,Train,[100-140[,4804,0,0,0,0,0,0,0
1590,4_station_pedestrian_bridge_4.3,30,Train,[140-180[,1184,0,0,0,0,0,0,0
1591,4_station_pedestrian_bridge_4.3,30,Train,[180-220[,2327,0,0,0,0,0,0,0
1592,4_station_pedestrian_bridge_4.3,30,Train,[220-1000[,972,0,0,0,0,0,0,0
1593,4_station_pedestrian_bridge_4.3,8,Train,[0-20[,123028,3077,0,620,4714,0,0,0
1594,4_station_pedestrian_bridge_4.3,8,Train,[20-40[,42863,605,0,0,1669,0,0,0
1595,4_station_pedestrian_bridge_4.3,8,Train,[40-60[,7306,116,0,0,325,0,0,0
1596,4_station_pedestrian_bridge_4.3,8,Train,[60-80[,13057,68,0,0,139,0,476,0
1597,4_station_pedestrian_bridge_4.3,8,Train,[80-100[,3023,0,0,55,13,0,0,0
1598,4_station_pedestrian_bridge_4.3,8,Train,[100-140[,4779,0,0,0,0,0,0,0
1599,4_station_pedestrian_bridge_4.3,8,Train,[140-180[,1121,0,0,0,0,0,0,0
1600,4_station_pedestrian_bridge_4.3,8,Train,[180-220[,2264,0,0,0,0,0,0,0
1601,4_station_pedestrian_bridge_4.3,8,Train,[220-1000[,845,0,0,0,0,0,0,0
1602,4_station_pedestrian_bridge_4.3,4,Train,[0-20[,123676,2946,0,622,4702,0,0,0
1603,4_station_pedestrian_bridge_4.3,4,Train,[20-40[,42702,481,0,0,1764,0,0,0
1604,4_station_pedestrian_bridge_4.3,4,Train,[40-60[,7227,151,0,0,332,0,0,0
1605,4_station_pedestrian_bridge_4.3,4,Train,[60-80[,13126,71,0,0,127,0,478,0
1606,4_station_pedestrian_bridge_4.3,4,Train,[80-100[,2875,0,0,48,16,0,0,0
1607,4_station_pedestrian_bridge_4.3,4,Train,[100-140[,4710,0,0,0,0,0,0,0
1608,4_station_pedestrian_bridge_4.3,4,Train,[140-180[,1208,0,0,0,0,0,0,0
1609,4_station_pedestrian_bridge_4.3,4,Train,[180-220[,2314,0,0,0,0,0,0,0
1610,4_station_pedestrian_bridge_4.3,4,Train,[220-1000[,843,0,0,0,0,0,0,0
1611,4_station_pedestrian_bridge_4.3,68,Train,[0-20[,122965,3802,0,607,4632,0,0,0
1612,4_station_pedestrian_bridge_4.3,68,Train,[20-40[,42796,8,0,0,1758,0,0,0
1613,4_station_pedestrian_bridge_4.3,68,Train,[40-60[,7010,305,0,0,363,0,0,0
1614,4_station_pedestrian_bridge_4.3,68,Train,[60-80[,12971,56,0,0,147,0,548,0
1615,4_station_pedestrian_bridge_4.3,68,Train,[80-100[,2881,0,0,43,14,0,0,0
1616,4_station_pedestrian_bridge_4.3,68,Train,[100-140[,4989,0,0,0,0,0,0,0
1617,4_station_pedestrian_bridge_4.3,68,Train,[140-180[,1245,0,0,0,0,0,0,0
1618,4_station_pedestrian_bridge_4.3,68,Train,[180-220[,2263,0,0,0,0,0,0,0
1619,4_station_pedestrian_bridge_4.3,68,Train,[220-1000[,849,0,0,0,0,0,0,0
1620,4_station_pedestrian_bridge_4.3,69,Train,[0-20[,122692,4076,0,619,4641,0,0,0
1621,4_station_pedestrian_bridge_4.3,69,Train,[20-40[,42535,10,0,0,1659,0,0,0
1622,4_station_pedestrian_bridge_4.3,69,Train,[40-60[,7122,264,0,0,332,0,0,0
1623,4_station_pedestrian_bridge_4.3,69,Train,[60-80[,13287,48,0,0,122,0,565,0
1624,4_station_pedestrian_bridge_4.3,69,Train,[80-100[,2962,0,0,45,12,0,0,0
1625,4_station_pedestrian_bridge_4.3,69,Train,[100-140[,4841,0,0,0,0,0,0,0
1626,4_station_pedestrian_bridge_4.3,69,Train,[140-180[,1134,0,0,0,0,0,0,0
1627,4_station_pedestrian_bridge_4.3,69,Train,[180-220[,2267,0,0,0,0,0,0,0
1628,4_station_pedestrian_bridge_4.3,69,Train,[220-1000[,854,0,0,0,0,0,0,0
1629,4_station_pedestrian_bridge_4.3,52,Train,[0-20[,122949,3672,0,602,4716,0,0,0
1630,4_station_pedestrian_bridge_4.3,52,Train,[20-40[,43123,13,0,0,1770,0,0,0
1631,4_station_pedestrian_bridge_4.3,52,Train,[40-60[,7267,259,0,0,390,0,0,0
1632,4_station_pedestrian_bridge_4.3,52,Train,[60-80[,12889,91,0,0,144,0,516,0
1633,4_station_pedestrian_bridge_4.3,52,Train,[80-100[,3011,0,0,44,10,0,0,0
1634,4_station_pedestrian_bridge_4.3,52,Train,[100-140[,4771,0,0,0,0,0,0,0
1635,4_station_pedestrian_bridge_4.3,52,Train,[140-180[,1127,0,0,0,0,0,0,0
1636,4_station_pedestrian_bridge_4.3,52,Train,[180-220[,2291,0,0,0,0,0,0,0
1637,4_station_pedestrian_bridge_4.3,52,Train,[220-1000[,851,0,0,0,0,0,0,0
1638,4_station_pedestrian_bridge_4.3,56,Train,[0-20[,123197,3607,0,618,4621,0,0,0
1639,4_station_pedestrian_bridge_4.3,56,Train,[20-40[,43117,10,0,0,1607,0,0,0
1640,4_station_pedestrian_bridge_4.3,56,Train,[40-60[,7022,286,0,0,319,0,0,0
1641,4_station_pedestrian_bridge_4.3,56,Train,[60-80[,12855,86,0,0,120,0,525,0
1642,4_station_pedestrian_bridge_4.3,56,Train,[80-100[,2989,0,0,59,18,0,0,0
1643,4_station_pedestrian_bridge_4.3,56,Train,[100-140[,4917,0,0,0,0,0,0,0
1644,4_station_pedestrian_bridge_4.3,56,Train,[140-180[,1173,0,0,0,0,0,0,0
1645,4_station_pedestrian_bridge_4.3,56,Train,[180-220[,2276,0,0,0,0,0,0,0
1646,4_station_pedestrian_bridge_4.3,56,Train,[220-1000[,856,0,0,0,0,0,0,0
1647,4_station_pedestrian_bridge_4.3,82,Train,[0-20[,122644,4286,0,614,4686,0,0,0
1648,4_station_pedestrian_bridge_4.3,82,Train,[20-40[,42645,13,0,0,1647,0,0,0
1649,4_station_pedestrian_bridge_4.3,82,Train,[40-60[,7277,277,0,0,347,0,0,0
1650,4_station_pedestrian_bridge_4.3,82,Train,[60-80[,13025,51,0,0,128,0,548,0
1651,4_station_pedestrian_bridge_4.3,82,Train,[80-100[,3082,0,0,56,11,0,0,0
1652,4_station_pedestrian_bridge_4.3,82,Train,[100-140[,4714,0,0,0,0,0,0,0
1653,4_station_pedestrian_bridge_4.3,82,Train,[140-180[,1132,0,0,0,0,0,0,0
1654,4_station_pedestrian_bridge_4.3,82,Train,[180-220[,2279,0,0,0,0,0,0,0
1655,4_station_pedestrian_bridge_4.3,82,Train,[220-1000[,884,0,0,0,0,0,0,0
1656,4_station_pedestrian_bridge_4.3,18,Train,[0-20[,123224,3103,0,613,4704,0,0,0
1657,4_station_pedestrian_bridge_4.3,18,Train,[20-40[,42290,553,0,0,1686,0,0,0
1658,4_station_pedestrian_bridge_4.3,18,Train,[40-60[,7379,195,0,0,337,0,0,0
1659,4_station_pedestrian_bridge_4.3,18,Train,[60-80[,13015,87,0,0,136,0,581,0
1660,4_station_pedestrian_bridge_4.3,18,Train,[80-100[,2962,0,0,59,10,0,0,0
1661,4_station_pedestrian_bridge_4.3,18,Train,[100-140[,4810,0,0,0,0,0,0,0
1662,4_station_pedestrian_bridge_4.3,18,Train,[140-180[,1144,0,0,0,0,0,0,0
1663,4_station_pedestrian_bridge_4.3,18,Train,[180-220[,2358,0,0,0,0,0,0,0
1664,4_station_pedestrian_bridge_4.3,18,Train,[220-1000[,927,0,0,0,0,0,0,0
1665,4_station_pedestrian_bridge_4.3,97,Train,[0-20[,122914,3516,0,545,4606,0,0,0
1666,4_station_pedestrian_bridge_4.3,97,Train,[20-40[,43079,10,0,0,1649,0,0,0
1667,4_station_pedestrian_bridge_4.3,97,Train,[40-60[,7166,237,0,0,328,0,0,0
1668,4_station_pedestrian_bridge_4.3,97,Train,[60-80[,13056,106,0,0,123,0,559,0
1669,4_station_pedestrian_bridge_4.3,97,Train,[80-100[,3036,0,0,48,10,0,0,0
1670,4_station_pedestrian_bridge_4.3,97,Train,[100-140[,4749,0,0,0,0,0,0,0
1671,4_station_pedestrian_bridge_4.3,97,Train,[140-180[,1226,0,0,0,0,0,0,0
1672,4_station_pedestrian_bridge_4.3,97,Train,[180-220[,2260,0,0,0,0,0,0,0
1673,4_station_pedestrian_bridge_4.3,97,Train,[220-1000[,813,0,0,0,0,0,0,0
1674,4_station_pedestrian_bridge_4.3,81,Train,[0-20[,122400,4214,0,613,4709,0,0,0
1675,4_station_pedestrian_bridge_4.3,81,Train,[20-40[,43386,14,0,0,1626,0,0,0
1676,4_station_pedestrian_bridge_4.3,81,Train,[40-60[,7111,239,0,0,322,0,0,0
1677,4_station_pedestrian_bridge_4.3,81,Train,[60-80[,12709,52,0,0,138,0,588,0
1678,4_station_pedestrian_bridge_4.3,81,Train,[80-100[,3041,0,0,54,14,0,0,0
1679,4_station_pedestrian_bridge_4.3,81,Train,[100-140[,4997,0,0,0,0,0,0,0
1680,4_station_pedestrian_bridge_4.3,81,Train,[140-180[,1101,0,0,0,0,0,0,0
1681,4_station_pedestrian_bridge_4.3,81,Train,[180-220[,2296,0,0,0,0,0,0,0
1682,4_station_pedestrian_bridge_4.3,81,Train,[220-1000[,801,0,0,0,0,0,0,0
1683,4_station_pedestrian_bridge_4.3,21,Train,[0-20[,123633,3099,0,624,4597,0,0,0
1684,4_station_pedestrian_bridge_4.3,21,Train,[20-40[,42257,570,0,0,1684,0,0,0
1685,4_station_pedestrian_bridge_4.3,21,Train,[40-60[,7070,267,0,0,330,0,0,0
1686,4_station_pedestrian_bridge_4.3,21,Train,[60-80[,13329,79,0,0,124,0,520,0
1687,4_station_pedestrian_bridge_4.3,21,Train,[80-100[,2935,0,0,47,14,0,0,0
1688,4_station_pedestrian_bridge_4.3,21,Train,[100-140[,4798,0,0,0,0,0,0,0
1689,4_station_pedestrian_bridge_4.3,21,Train,[140-180[,1137,0,0,0,0,0,0,0
1690,4_station_pedestrian_bridge_4.3,21,Train,[180-220[,2262,0,0,0,0,0,0,0
1691,4_station_pedestrian_bridge_4.3,21,Train,[220-1000[,847,0,0,0,0,0,0,0
1692,4_station_pedestrian_bridge_4.3,62,Train,[0-20[,122944,3867,0,626,4525,0,0,0
1693,4_station_pedestrian_bridge_4.3,62,Train,[20-40[,42489,8,0,0,1655,0,0,0
1694,4_station_pedestrian_bridge_4.3,62,Train,[40-60[,7228,279,0,0,348,0,0,0
1695,4_station_pedestrian_bridge_4.3,62,Train,[60-80[,13344,76,0,0,125,0,491,0
1696,4_station_pedestrian_bridge_4.3,62,Train,[80-100[,2990,0,0,58,10,0,0,0
1697,4_station_pedestrian_bridge_4.3,62,Train,[100-140[,4837,0,0,0,0,0,0,0
1698,4_station_pedestrian_bridge_4.3,62,Train,[140-180[,1175,0,0,0,0,0,0,0
1699,4_station_pedestrian_bridge_4.3,62,Train,[180-220[,2228,0,0,0,0,0,0,0
1700,4_station_pedestrian_bridge_4.3,62,Train,[220-1000[,861,0,0,0,0,0,0,0
1701,4_station_pedestrian_bridge_4.3,20,Train,[0-20[,123525,3099,0,611,4574,0,0,0
1702,4_station_pedestrian_bridge_4.3,20,Train,[20-40[,42041,676,0,0,1755,0,0,0
1703,4_station_pedestrian_bridge_4.3,20,Train,[40-60[,7183,261,0,0,383,0,0,0
1704,4_station_pedestrian_bridge_4.3,20,Train,[60-80[,12990,81,0,0,146,0,544,0
1705,4_station_pedestrian_bridge_4.3,20,Train,[80-100[,3040,0,0,45,13,0,0,0
1706,4_station_pedestrian_bridge_4.3,20,Train,[100-140[,4887,0,0,0,0,0,0,0
1707,4_station_pedestrian_bridge_4.3,20,Train,[140-180[,1190,0,0,0,0,0,0,0
1708,4_station_pedestrian_bridge_4.3,20,Train,[180-220[,2296,0,0,0,0,0,0,0
1709,4_station_pedestrian_bridge_4.3,20,Train,[220-1000[,812,0,0,0,0,0,0,0
1710,4_station_pedestrian_bridge_4.3,85,Train,[0-20[,122515,3661,0,619,4515,0,0,0
1711,4_station_pedestrian_bridge_4.3,85,Train,[20-40[,42979,19,0,0,1650,0,0,0
1712,4_station_pedestrian_bridge_4.3,85,Train,[40-60[,7057,275,0,0,351,0,0,0
1713,4_station_pedestrian_bridge_4.3,85,Train,[60-80[,13298,73,0,0,113,0,536,0
1714,4_station_pedestrian_bridge_4.3,85,Train,[80-100[,3034,0,0,57,12,0,0,0
1715,4_station_pedestrian_bridge_4.3,85,Train,[100-140[,4903,0,0,0,0,0,0,0
1716,4_station_pedestrian_bridge_4.3,85,Train,[140-180[,1246,0,0,0,0,0,0,0
1717,4_station_pedestrian_bridge_4.3,85,Train,[180-220[,2352,0,0,0,0,0,0,0
1718,4_station_pedestrian_bridge_4.3,85,Train,[220-1000[,862,0,0,0,0,0,0,0
1719,4_station_pedestrian_bridge_4.3,28,Train,[0-20[,123317,4072,0,635,4690,0,0,0
1720,4_station_pedestrian_bridge_4.3,28,Train,[20-40[,42097,51,0,0,1631,0,0,0
1721,4_station_pedestrian_bridge_4.3,28,Train,[40-60[,7246,259,0,0,303,0,0,0
1722,4_station_pedestrian_bridge_4.3,28,Train,[60-80[,13076,70,0,0,135,0,511,0
1723,4_station_pedestrian_bridge_4.3,28,Train,[80-100[,2886,0,0,44,13,0,0,0
1724,4_station_pedestrian_bridge_4.3,28,Train,[100-140[,4939,0,0,0,0,0,0,0
1725,4_station_pedestrian_bridge_4.3,28,Train,[140-180[,1143,0,0,0,0,0,0,0
1726,4_station_pedestrian_bridge_4.3,28,Train,[180-220[,2270,0,0,0,0,0,0,0
1727,4_station_pedestrian_bridge_4.3,28,Train,[220-1000[,825,0,0,0,0,0,0,0
1728,4_station_pedestrian_bridge_4.3,42,Train,[0-20[,122882,4796,0,621,4542,0,0,0
1729,4_station_pedestrian_bridge_4.3,42,Train,[20-40[,41525,15,0,0,1615,0,0,0
1730,4_station_pedestrian_bridge_4.3,42,Train,[40-60[,7128,251,0,0,341,0,0,0
1731,4_station_pedestrian_bridge_4.3,42,Train,[60-80[,13280,92,0,0,114,0,535,0
1732,4_station_pedestrian_bridge_4.3,42,Train,[80-100[,3202,0,0,50,10,0,0,0
1733,4_station_pedestrian_bridge_4.3,42,Train,[100-140[,4844,0,0,0,0,0,0,0
1734,4_station_pedestrian_bridge_4.3,42,Train,[140-180[,1259,0,0,0,0,0,0,0
1735,4_station_pedestrian_bridge_4.3,42,Train,[180-220[,2304,0,0,0,0,0,0,0
1736,4_station_pedestrian_bridge_4.3,42,Train,[220-1000[,865,0,0,0,0,0,0,0
1737,4_station_pedestrian_bridge_4.3,40,Train,[0-20[,123030,4748,0,611,4643,0,0,0
1738,4_station_pedestrian_bridge_4.3,40,Train,[20-40[,41486,14,0,0,1769,0,0,0
1739,4_station_pedestrian_bridge_4.3,40,Train,[40-60[,7158,269,0,0,369,0,0,0
1740,4_station_pedestrian_bridge_4.3,40,Train,[60-80[,12964,74,0,0,152,0,537,0
1741,4_station_pedestrian_bridge_4.3,40,Train,[80-100[,3136,0,0,43,9,0,0,0
1742,4_station_pedestrian_bridge_4.3,40,Train,[100-140[,4786,0,0,0,0,0,0,0
1743,4_station_pedestrian_bridge_4.3,40,Train,[140-180[,1226,0,0,0,0,0,0,0
1744,4_station_pedestrian_bridge_4.3,40,Train,[180-220[,2239,0,0,0,0,0,0,0
1745,4_station_pedestrian_bridge_4.3,40,Train,[220-1000[,836,0,0,0,0,0,0,0
1746,4_station_pedestrian_bridge_4.3,24,Train,[0-20[,123546,2938,0,641,4680,0,0,0
1747,4_station_pedestrian_bridge_4.3,24,Train,[20-40[,42602,570,0,0,1654,0,0,0
1748,4_station_pedestrian_bridge_4.3,24,Train,[40-60[,7239,306,0,0,370,0,0,0
1749,4_station_pedestrian_bridge_4.3,24,Train,[60-80[,12998,94,0,0,154,0,522,0
1750,4_station_pedestrian_bridge_4.3,24,Train,[80-100[,2859,0,0,51,17,0,0,0
1751,4_station_pedestrian_bridge_4.3,24,Train,[100-140[,4866,0,0,0,0,0,0,0
1752,4_station_pedestrian_bridge_4.3,24,Train,[140-180[,1209,0,0,0,0,0,0,0
1753,4_station_pedestrian_bridge_4.3,24,Train,[180-220[,2302,0,0,0,0,0,0,0
1754,4_station_pedestrian_bridge_4.3,24,Train,[220-1000[,891,0,0,0,0,0,0,0
1755,4_station_pedestrian_bridge_4.3,33,Train,[0-20[,123994,4371,0,619,4569,0,0,0
1756,4_station_pedestrian_bridge_4.3,33,Train,[20-40[,41442,13,0,0,1651,0,0,0
1757,4_station_pedestrian_bridge_4.3,33,Train,[40-60[,7095,249,0,0,338,0,0,0
1758,4_station_pedestrian_bridge_4.3,33,Train,[60-80[,12910,85,0,0,133,0,548,0
1759,4_station_pedestrian_bridge_4.3,33,Train,[80-100[,3120,0,0,55,15,0,0,0
1760,4_station_pedestrian_bridge_4.3,33,Train,[100-140[,4844,0,0,0,0,0,0,0
1761,4_station_pedestrian_bridge_4.3,33,Train,[140-180[,1212,0,0,0,0,0,0,0
1762,4_station_pedestrian_bridge_4.3,33,Train,[180-220[,2277,0,0,0,0,0,0,0
1763,4_station_pedestrian_bridge_4.3,33,Train,[220-1000[,832,0,0,0,0,0,0,0
1764,4_station_pedestrian_bridge_4.3,7,Train,[0-20[,123157,3082,0,638,4685,0,0,0
1765,4_station_pedestrian_bridge_4.3,7,Train,[20-40[,42756,370,0,0,1651,0,0,0
1766,4_station_pedestrian_bridge_4.3,7,Train,[40-60[,7264,149,0,0,333,0,0,0
1767,4_station_pedestrian_bridge_4.3,7,Train,[60-80[,13090,75,0,0,150,0,482,0
1768,4_station_pedestrian_bridge_4.3,7,Train,[80-100[,2963,0,0,59,15,0,0,0
1769,4_station_pedestrian_bridge_4.3,7,Train,[100-140[,4978,0,0,0,0,0,0,0
1770,4_station_pedestrian_bridge_4.3,7,Train,[140-180[,1191,0,0,0,0,0,0,0
1771,4_station_pedestrian_bridge_4.3,7,Train,[180-220[,2321,0,0,0,0,0,0,0
1772,4_station_pedestrian_bridge_4.3,7,Train,[220-1000[,812,0,0,0,0,0,0,0
1773,4_station_pedestrian_bridge_4.3,74,Train,[0-20[,122913,3940,0,612,4748,0,0,0
1774,4_station_pedestrian_bridge_4.3,74,Train,[20-40[,42772,17,0,0,1679,0,0,0
1775,4_station_pedestrian_bridge_4.3,74,Train,[40-60[,7369,278,0,0,322,0,0,0
1776,4_station_pedestrian_bridge_4.3,74,Train,[60-80[,12757,67,0,0,125,0,574,0
1777,4_station_pedestrian_bridge_4.3,74,Train,[80-100[,2954,0,0,45,10,0,0,0
1778,4_station_pedestrian_bridge_4.3,74,Train,[100-140[,4809,0,0,0,0,0,0,0
1779,4_station_pedestrian_bridge_4.3,74,Train,[140-180[,1212,0,0,0,0,0,0,0
1780,4_station_pedestrian_bridge_4.3,74,Train,[180-220[,2283,0,0,0,0,0,0,0
1781,4_station_pedestrian_bridge_4.3,74,Train,[220-1000[,827,0,0,0,0,0,0,0
1782,4_station_pedestrian_bridge_4.3,49,Train,[0-20[,122640,3936,0,614,4738,0,0,0
1783,4_station_pedestrian_bridge_4.3,49,Train,[20-40[,42613,14,0,0,1639,0,0,0
1784,4_station_pedestrian_bridge_4.3,49,Train,[40-60[,7214,279,0,0,311,0,0,0
1785,4_station_pedestrian_bridge_4.3,49,Train,[60-80[,12989,84,0,0,131,0,516,0
1786,4_station_pedestrian_bridge_4.3,49,Train,[80-100[,3269,0,0,45,17,0,0,0
1787,4_station_pedestrian_bridge_4.3,49,Train,[100-140[,4791,0,0,0,0,0,0,0
1788,4_station_pedestrian_bridge_4.3,49,Train,[140-180[,1135,0,0,0,0,0,0,0
1789,4_station_pedestrian_bridge_4.3,49,Train,[180-220[,2246,0,0,0,0,0,0,0
1790,4_station_pedestrian_bridge_4.3,49,Train,[220-1000[,832,0,0,0,0,0,0,0
1791,4_station_pedestrian_bridge_4.3,43,Train,[0-20[,122763,4820,0,611,4565,0,0,0
1792,4_station_pedestrian_bridge_4.3,43,Train,[20-40[,41844,18,0,0,1670,0,0,0
1793,4_station_pedestrian_bridge_4.3,43,Train,[40-60[,7358,255,0,0,314,0,0,0
1794,4_station_pedestrian_bridge_4.3,43,Train,[60-80[,12824,78,0,0,115,0,563,0
1795,4_station_pedestrian_bridge_4.3,43,Train,[80-100[,3156,0,0,54,9,0,0,0
1796,4_station_pedestrian_bridge_4.3,43,Train,[100-140[,4809,0,0,0,0,0,0,0
1797,4_station_pedestrian_bridge_4.3,43,Train,[140-180[,1194,0,0,0,0,0,0,0
1798,4_station_pedestrian_bridge_4.3,43,Train,[180-220[,2247,0,0,0,0,0,0,0
1799,4_station_pedestrian_bridge_4.3,43,Train,[220-1000[,817,0,0,0,0,0,0,0
1800,4_station_pedestrian_bridge_4.3,1,Train,[0-20[,123115,2921,0,633,4672,0,0,0
1801,4_station_pedestrian_bridge_4.3,1,Train,[20-40[,42885,333,0,0,1653,0,0,0
1802,4_station_pedestrian_bridge_4.3,1,Train,[40-60[,7175,195,0,0,313,0,0,0
1803,4_station_pedestrian_bridge_4.3,1,Train,[60-80[,13264,71,0,0,125,0,451,0
1804,4_station_pedestrian_bridge_4.3,1,Train,[80-100[,3177,0,0,58,12,0,0,0
1805,4_station_pedestrian_bridge_4.3,1,Train,[100-140[,4855,0,0,0,0,0,0,0
1806,4_station_pedestrian_bridge_4.3,1,Train,[140-180[,1192,0,0,0,0,0,0,0
1807,4_station_pedestrian_bridge_4.3,1,Train,[180-220[,2289,0,0,0,0,0,0,0
1808,4_station_pedestrian_bridge_4.3,1,Train,[220-1000[,840,0,0,0,0,0,0,0
1809,4_station_pedestrian_bridge_4.3,60,Train,[0-20[,122803,3844,0,638,4807,0,0,0
1810,4_station_pedestrian_bridge_4.3,60,Train,[20-40[,42925,11,0,0,1676,0,0,0
1811,4_station_pedestrian_bridge_4.3,60,Train,[40-60[,7330,226,0,0,350,0,0,0
1812,4_station_pedestrian_bridge_4.3,60,Train,[60-80[,12965,68,0,0,129,0,520,0
1813,4_station_pedestrian_bridge_4.3,60,Train,[80-100[,3068,0,0,47,11,0,0,0
1814,4_station_pedestrian_bridge_4.3,60,Train,[100-140[,4704,0,0,0,0,0,0,0
1815,4_station_pedestrian_bridge_4.3,60,Train,[140-180[,1102,0,0,0,0,0,0,0
1816,4_station_pedestrian_bridge_4.3,60,Train,[180-220[,2239,0,0,0,0,0,0,0
1817,4_station_pedestrian_bridge_4.3,60,Train,[220-1000[,873,0,0,0,0,0,0,0
1818,4_station_pedestrian_bridge_4.3,13,Train,[0-20[,123943,3131,0,626,4601,0,0,0
1819,4_station_pedestrian_bridge_4.3,13,Train,[20-40[,42018,569,0,0,1647,0,0,0
1820,4_station_pedestrian_bridge_4.3,13,Train,[40-60[,6988,258,0,0,346,0,0,0
1821,4_station_pedestrian_bridge_4.3,13,Train,[60-80[,13144,81,0,0,127,0,468,0
1822,4_station_pedestrian_bridge_4.3,13,Train,[80-100[,3063,0,0,61,13,0,0,0
1823,4_station_pedestrian_bridge_4.3,13,Train,[100-140[,4860,0,0,0,0,0,0,0
1824,4_station_pedestrian_bridge_4.3,13,Train,[140-180[,1129,0,0,0,0,0,0,0
1825,4_station_pedestrian_bridge_4.3,13,Train,[180-220[,2259,0,0,0,0,0,0,0
1826,4_station_pedestrian_bridge_4.3,13,Train,[220-1000[,847,0,0,0,0,0,0,0
1827,4_station_pedestrian_bridge_4.3,2,Train,[0-20[,122858,2956,0,630,4690,0,0,0
1828,4_station_pedestrian_bridge_4.3,2,Train,[20-40[,42380,330,0,0,1626,0,0,0
1829,4_station_pedestrian_bridge_4.3,2,Train,[40-60[,7288,196,0,0,328,0,0,0
1830,4_station_pedestrian_bridge_4.3,2,Train,[60-80[,13103,57,0,0,134,0,606,0
1831,4_station_pedestrian_bridge_4.3,2,Train,[80-100[,3105,0,0,55,14,0,0,0
1832,4_station_pedestrian_bridge_4.3,2,Train,[100-140[,4885,0,0,0,0,0,0,0
1833,4_station_pedestrian_bridge_4.3,2,Train,[140-180[,1199,0,0,0,0,0,0,0
1834,4_station_pedestrian_bridge_4.3,2,Train,[180-220[,2432,0,0,0,0,0,0,0
1835,4_station_pedestrian_bridge_4.3,2,Train,[220-1000[,978,0,0,0,0,0,0,0
1836,4_station_pedestrian_bridge_4.3,86,Train,[0-20[,122552,3460,0,609,4604,0,0,0
1837,4_station_pedestrian_bridge_4.3,86,Train,[20-40[,43186,21,0,0,1642,0,0,0
1838,4_station_pedestrian_bridge_4.3,86,Train,[40-60[,7080,297,0,0,340,0,0,0
1839,4_station_pedestrian_bridge_4.3,86,Train,[60-80[,13116,111,0,0,140,0,649,0
1840,4_station_pedestrian_bridge_4.3,86,Train,[80-100[,3104,0,0,40,9,0,0,0
1841,4_station_pedestrian_bridge_4.3,86,Train,[100-140[,4726,0,0,0,0,0,0,0
1842,4_station_pedestrian_bridge_4.3,86,Train,[140-180[,1094,0,0,0,0,0,0,0
1843,4_station_pedestrian_bridge_4.3,86,Train,[180-220[,2418,0,0,0,0,0,0,0
1844,4_station_pedestrian_bridge_4.3,86,Train,[220-1000[,1001,0,0,0,0,0,0,0
